"Folder name","Training note","Source URL","Captured at","Port","Dashboard URL","Command to run","Double-click launcher","Original logdir","Saved logdir","Runs","Event files","Archive size","Source tabs","Copied tabs verified","Verification status","Zip backup","Zip SHA-256","Copy method","Tech stack used"
"archive","SolarPanel_Finetuned_v01_1000Labels_ucheck Run2 - Stop when model stops improving - CONTINUE_TRAINING.","Archived from a temporary ArcGIS Pro TensorBoard URL","2026-06-11T15:35:00-07:00","6015","http://localhost:6015/?darkMode=true#timeseries","powershell -NoProfile -ExecutionPolicy Bypass -File "".\samples\demo\archive\start.ps1""",".\samples\demo\open-demo.bat","Original ArcGIS Pro training_log copied into this sample result",".\samples\demo\archive\training_log","31","31","12.34 MB","timeseries, scalars, images, distributions, histograms","timeseries, scalars, images, distributions, histograms","Passed","","","Copied TensorBoard training_log event files and relaunched TensorBoard locally from the copied archive.","TensorBoard 2.20.0; ArcGIS Pro Python environment; PowerShell launcher; local TensorBoard event files; localhost port."

